579.000000
50.000000
300.000000
15
51.883297	0.037659	0.024718	0.229499	
137.735374	0.040557	0.019592	2.223502	
86.066134	0.037645	0.021529	0.601291	
75.021821	0.039262	0.018752	1.226691	
77.356059	0.034168	0.024362	1.006958	
250.737907	0.041890	0.016255	2.307810	
215.509171	0.043860	0.016591	0.259789	
372.524461	0.047195	0.015228	0.192724	
271.833522	0.035100	0.017706	1.579333	
328.882992	0.037386	0.016562	2.484436	
553.604694	0.047515	0.013235	2.200308	
498.436995	0.035283	0.013063	2.257378	
531.725120	0.049887	0.013444	2.484207	
536.975280	0.040021	0.013442	2.050233	
463.203497	0.042862	0.013762	0.521867	
