455.000000
50.000000
300.000000
15
96.722129	0.025365	0.020127	1.256508	
32.834864	0.048154	0.020841	1.762352	
67.879208	0.033331	0.020589	2.120884	
69.910764	0.026908	0.015952	2.106967	
105.938536	0.024364	0.019179	1.365001	
121.268075	0.026450	0.012273	0.642628	
304.895962	0.030338	0.012561	1.936857	
142.517014	0.039396	0.012279	0.044679	
137.861141	0.043244	0.012402	0.930113	
249.062288	0.028628	0.012788	0.086062	
371.729392	0.039090	0.010129	0.031037	
421.119938	0.025258	0.010248	0.863186	
440.600635	0.022356	0.009125	1.712729	
369.100650	0.022604	0.010313	1.289834	
360.107822	0.027707	0.008923	1.901791	
