1119.000000
80.000000
120.000000
30
57.775323	0.027902	0.018809	0.577502	
17.326792	0.045572	0.024458	0.274239	
40.342112	0.042320	0.021325	0.403180	
278.186438	0.034596	0.019481	0.945677	
209.624195	0.042676	0.016879	0.590350	
186.512131	0.025060	0.019574	0.237159	
200.568987	0.027121	0.016978	0.654805	
147.563128	0.026679	0.018776	0.470443	
7.826563	0.045621	0.023649	0.357585	
286.051698	0.026627	0.017602	0.433210	
445.829615	0.031724	0.013117	0.291726	
415.086184	0.042580	0.015373	0.807489	
535.649983	0.026495	0.013388	0.095645	
551.686117	0.025003	0.015941	0.610889	
633.274453	0.026791	0.014974	0.111942	
587.722373	0.031114	0.016375	0.980560	
455.120212	0.032757	0.015216	0.710044	
602.643635	0.030953	0.014960	0.334025	
567.530808	0.039808	0.014749	0.158300	
661.393994	0.034919	0.016576	0.099887	
922.764458	0.041548	0.010986	0.487197	
772.634358	0.041363	0.010086	0.946715	
1093.495987	0.032214	0.010437	0.856746	
790.355022	0.033754	0.011836	0.879147	
1036.158208	0.028443	0.011276	0.155950	
750.988983	0.027363	0.010627	0.836940	
790.473952	0.026571	0.011657	0.539262	
778.554460	0.040660	0.011597	0.653706	
856.255806	0.047873	0.010023	0.973907	
999.065065	0.025978	0.010801	0.530625	
