617.000000
50.000000
300.000000
15
4.914701	0.037699	0.019989	1.483428	
235.239113	0.037753	0.020368	1.172140	
123.482772	0.033580	0.015360	0.643178	
227.519150	0.022403	0.018470	1.833857	
202.784509	0.036897	0.023723	0.726798	
323.619312	0.028722	0.012395	1.134983	
380.973479	0.036769	0.013139	1.293756	
266.661702	0.024164	0.013795	1.096149	
275.847713	0.028655	0.011893	1.930219	
364.323496	0.029289	0.014402	0.624714	
541.662160	0.036431	0.009218	1.506699	
532.667776	0.030885	0.010285	0.614795	
554.889554	0.022457	0.009655	1.899396	
496.186163	0.026451	0.010035	1.902371	
542.694601	0.026738	0.009334	1.537065	
