260.000000
100.000000
140.000000
30
132.733543	0.040109	0.006478	1.221839	
62.351756	0.156920	0.008073	1.799493	
156.109500	0.066184	0.006405	0.438673	
78.816492	0.073180	0.006030	1.895383	
36.270028	0.185524	0.006155	1.862056	
120.863063	0.047857	0.007307	0.240730	
255.485092	0.054095	0.007885	1.953734	
75.499741	0.023110	0.006214	0.469069	
30.580767	0.030793	0.007692	0.592975	
183.849605	0.160348	0.005948	0.597736	
27.589343	0.075298	0.006295	0.191046	
239.520249	0.075453	0.006392	0.378674	
189.253212	0.027405	0.009169	0.893277	
125.306558	0.109621	0.007753	0.826319	
244.860378	0.192756	0.007463	1.697989	
164.203009	0.020511	0.007804	1.595569	
232.045656	0.020640	0.006634	1.609668	
163.044527	0.035271	0.005826	0.588580	
85.799127	0.025313	0.009488	1.131626	
123.100681	0.035567	0.006530	1.659474	
21.185949	0.030995	0.008428	0.754418	
152.372204	0.185573	0.009086	1.802240	
197.084872	0.040747	0.006648	1.847652	
113.063143	0.084939	0.008901	0.011597	
80.522477	0.027709	0.009386	0.774987	
86.870327	0.025141	0.006839	1.335673	
257.405316	0.099258	0.006658	1.366863	
92.131108	0.033210	0.006361	0.753929	
98.129826	0.041735	0.008754	0.359020	
254.255196	0.022956	0.008864	1.659352	
