373.000000
100.000000
140.000000
20
280.259407	0.041196	0.008902	2.923276	
85.295846	0.025630	0.007255	1.599658	
42.004761	0.013008	0.008605	2.120426	
302.115543	0.018822	0.005991	0.687948	
80.344066	0.018707	0.006546	0.652699	
198.526566	0.013896	0.005963	0.232734	
323.812311	0.022910	0.006533	0.119205	
256.946196	0.021226	0.006267	2.672140	
138.695395	0.013881	0.009461	0.956572	
169.635487	0.019218	0.008396	1.155980	
87.424543	0.011820	0.008278	1.788263	
101.574114	0.010433	0.008420	0.182836	
275.728813	0.010430	0.006305	1.677206	
277.356639	0.017332	0.005706	1.389630	
107.334117	0.022277	0.007335	0.758263	
342.264809	0.142263	0.006681	1.262001	
87.174108	0.009601	0.005681	2.539201	
277.140355	0.009779	0.007057	0.571398	
346.465285	0.020054	0.008233	0.140080	
367.046480	0.011574	0.005461	2.612354	
