1	15	120.000000	45.000000	2.000000	3.000000	10.000000	1.000000	calibration
2	15	120.000000	45.000000	2.000000	3.000000	10.000000	1.000000	calibration
3	15	120.000000	45.000000	2.000000	3.000000	10.000000	1.000000	calibration
4	15	120.000000	45.000000	2.000000	3.000000	10.000000	1.000000	calibration
5	15	120.000000	45.000000	2.000000	3.000000	10.000000	1.000000	calibration
6	15	120.000000	45.000000	2.000000	3.000000	10.000000	1.000000	calibration
7	15	120.000000	45.000000	2.000000	3.000000	10.000000	1.000000	calibration
8	15	120.000000	45.000000	2.000000	3.000000	10.000000	1.000000	calibration
9	15	120.000000	45.000000	2.000000	3.000000	10.000000	1.000000	calibration
10	15	120.000000	45.000000	2.000000	3.000000	10.000000	1.000000	calibration
