156.000000
100.000000
140.000000
20
58.654134	0.021563	0.006746	0.989105	
55.611927	0.022590	0.009178	0.903195	
54.555010	0.052405	0.008510	1.608478	
97.350627	0.018479	0.007800	0.734428	
137.027863	0.018459	0.006912	0.484024	
79.606800	0.017953	0.008118	0.639592	
144.507218	0.016869	0.007203	0.594501	
5.298868	0.025971	0.006963	1.155583	
39.729606	0.016041	0.008808	0.618839	
19.472030	0.013071	0.007620	2.462004	
50.117862	0.018895	0.007498	1.634266	
60.634663	0.016581	0.007306	0.958281	
50.884365	0.014325	0.006673	1.861705	
40.277108	0.029412	0.007470	1.775567	
104.672872	0.057908	0.006557	0.575961	
108.986236	0.022999	0.007301	1.579104	
151.043916	0.015012	0.007260	0.778527	
68.085452	0.044156	0.009303	0.026856	
97.207801	0.068400	0.006498	1.093707	
106.272530	0.037996	0.008156	0.733894	
